,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra costa,Del norte,El dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San benito,San bernardino,San diego,San francisco,San joaquin,San luis obispo,San mateo,Santa barbara,Santa clara,Santa cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
2025-01-16 09:00:00,15.734009,-0.8928304,3.0043771,8.699905,12.966763,12.330323,11.192038,12.759651,8.687179,15.886759,7.6476884,11.198346,22.911985,9.869639,7.021391,15.685501,9.133841,7.8381863,11.332702,17.275354,9.872419,10.959573,11.939299,9.786072,11.006935,10.938837,12.207407,12.412121,5.931894,16.418592,11.98202,4.3979535,16.067032,16.418747,11.943875,19.592487,18.597664,11.232794,17.088394,14.113753,11.736628,14.382558,11.40634,9.529003,4.1555433,1.914459,5.3424797,17.106375,14.93307,18.04933,18.077192,16.350748,9.97587,13.398964,8.777105,17.221054,12.936198,9.853695
