,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra costa,Del norte,El dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San benito,San bernardino,San diego,San francisco,San joaquin,San luis obispo,San mateo,Santa barbara,Santa clara,Santa cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
2024-05-04 11:00:00,9.697216,-4.369344,5.2038727,8.185719,6.277188,8.046661,8.649597,6.991961,2.772754,8.884501,8.077518,8.741038,11.634914,0.62512666,4.3367715,8.161355,7.126015,4.2868776,6.6359224,8.393582,9.749501,6.051532,5.1739035,9.020406,0.1374318,-2.3227162,9.361528,8.232244,0.371774,10.162272,2.7723246,-3.1196644,6.267447,8.985159,8.76616,6.8110642,9.262492,9.220946,11.116944,9.035726,10.15786,9.350774,10.268938,9.436521,2.729058,-0.60795206,-0.8238948,10.605521,10.177702,9.3825,9.364344,9.393224,3.86736,3.82174,1.4255931,7.6476073,8.927958,5.1790643
